userId,movieId,rating,timestamp
1,1,3,1585582861
1,9,5,1093349856
1,8,4,1453035110
1,18,4,1034126396
1,5,3,1031994523
1,12,3,1100604502
1,2,2,1234760738
1,11,5,1249817734
1,15,4,1542621108
2,18,4,1006977991
2,7,1,1171432881
2,20,5,1453778756
2,14,5,1365341213
2,8,3,1298362082
2,16,3,1166944844
2,10,3,1231191390
2,5,3,1361415646
3,3,4,1493303705
3,13,4,1575770529
3,4,3,1134031070
3,12,4,1406448196
3,17,2,1084611066
3,10,3,1592749116
3,5,3,1314797776
3,19,4,1388302652
3,1,5,1206468299
4,2,3,1486845604
4,8,4,1391735568
4,10,4,1174648506
4,3,1,1397478786
4,19,4,1381469012
4,14,3,1224956459
4,20,2,1286665249
4,7,5,1076667861
4,5,5,1183758720
5,6,5,1338715135
5,15,3,1430747414
5,13,2,1287484583
5,9,4,1071069472
5,8,4,1226541099
5,11,2,1337882805
5,20,4,1228306011
5,18,1,1536045484
5,1,5,1424806516
5,4,3,1492688426
5,12,4,1153407200
6,5,3,1529908599
6,8,4,1097613238
6,18,4,1050590821
6,9,3,1117734861
6,14,5,1164112119
6,15,5,1171779360
6,10,5,1453290810
6,7,5,1068212356
6,6,4,1413140753
6,4,5,1409760584
6,3,2,1502564736
6,17,3,1568132202
7,18,1,1537500247
7,1,3,1191825997
7,4,3,1545119047
7,9,3,1114257751
7,11,5,1320452650
7,2,3,1545098869
7,5,3,1213579170
7,7,4,1164109919
7,3,2,1401486939
7,8,5,1173461957
7,19,2,1579153816
7,14,5,1569462919
8,20,5,1330190783
8,11,3,1257109965
8,16,1,1062196678
8,1,5,1258633898
8,4,4,1084564737
8,15,4,1091969690
8,6,5,1521828280
8,13,2,1074316370
9,5,3,1579064766
9,16,2,1215984311
9,18,5,1334702822
9,6,4,1428414718
9,9,3,1400957212
9,19,2,1470406376
9,14,3,1555742829
9,10,3,1484779555
9,7,4,1129927269
9,4,4,1266186631
10,3,5,1072370545
10,11,4,1033729406
10,1,2,1354794895
10,8,4,1076082500
10,17,5,1552070932
10,18,4,1255555531
10,2,5,1299012686
10,12,4,1521209849
10,19,4,1230035022
10,15,4,1578998028
10,4,1,1142068763
11,8,2,1105675387
11,16,1,1065082363
11,14,4,1432311310
11,7,3,1364323393
11,4,4,1117326729
11,2,5,1266992705
11,11,3,1205718272
11,17,4,1204235259
11,6,5,1575832441
11,13,3,1481695135
11,18,2,1150519597
11,20,3,1452991960
11,1,3,1197018781
11,12,5,1299085574
11,10,5,1496743109
12,3,4,1436383774
12,15,5,1521453189
12,18,5,1516854671
12,4,3,1229509408
12,2,5,1430613729
12,11,4,1062959284
12,9,5,1176777762
12,1,5,1406919288
12,16,3,1002314313
12,17,2,1419212169
12,20,3,1284759615
13,10,4,1511947770
13,14,5,1539931481
13,18,5,1570292350
13,16,1,1169042105
13,5,4,1061073976
13,4,4,1545276696
13,17,3,1086019028
13,15,2,1199528037
13,1,3,1073574218
13,20,5,1072972420
13,9,3,1252548261
13,12,4,1433550699
13,6,4,1128727266
13,11,3,1264371717
13,7,5,1042672287
14,14,5,1256287095
14,19,3,1285201412
14,17,4,1424971817
14,11,3,1140529481
14,9,3,1322119408
14,4,1,1490941149
14,18,4,1339492674
14,12,4,1077892576
14,6,2,1010002396
15,20,3,1583275843
15,19,5,1324825305
15,4,3,1567945747
15,3,2,1008399996
15,7,4,1595499669
15,9,5,1321455482
15,5,3,1111225158
15,17,4,1144193987
15,6,5,1283968123
15,2,3,1123940587
15,18,4,1114929002
15,12,3,1594019365
15,14,4,1166910922
15,11,4,1292431670
15,10,4,1302533494
16,11,2,1297083132
16,7,5,1047337803
16,9,3,1003807155
16,17,3,1358153605
16,16,1,1140466536
16,5,4,1281272327
16,14,4,1173497327
16,1,1,1474417266
16,2,4,1592362342
16,20,3,1459225330
16,19,4,1010382761
17,3,3,1136843584
17,5,4,1044913399
17,18,3,1330989881
17,2,5,1391541578
17,12,2,1042836793
17,10,3,1384194737
17,9,2,1225567963
17,20,5,1267930513
17,7,5,1110373808
18,18,3,1266467544
18,14,4,1286480450
18,5,5,1170937380
18,8,4,1116066793
18,6,4,1410751046
18,13,3,1041580226
18,15,2,1505399561
18,3,5,1238836384
18,7,5,1214289692
18,1,4,1494246837
18,19,3,1375442872
18,16,3,1327696198
18,12,4,1244378798
19,1,5,1429151399
19,7,5,1575757257
19,13,5,1355569462
19,11,4,1029635852
19,9,2,1123847257
19,14,3,1280477683
19,2,5,1191735734
19,18,4,1285042337
19,5,1,1041078352
19,6,2,1116396351
19,16,4,1466609283
20,11,1,1391079829
20,14,3,1463102056
20,17,4,1075133802
20,4,4,1354549587
20,13,4,1337064353
20,15,3,1133815413
20,10,4,1322468580
20,18,3,1544518647
20,5,3,1332091877
20,1,4,1438508549
20,7,4,1350236225
20,20,5,1432074125
20,16,4,1317457352
21,7,4,1225681936
21,14,2,1461588882
21,13,3,1346012478
21,6,3,1499277266
21,10,3,1474364121
21,20,5,1474765466
21,9,3,1229460134
21,1,5,1548868899
21,5,4,1508079792
21,12,5,1182204745
22,10,4,1158220114
22,17,4,1026226563
22,11,4,1049621604
22,3,3,1262897676
22,8,4,1510173760
22,18,3,1078198716
22,5,1,1488999385
22,4,4,1445002643
22,13,3,1208773243
23,16,5,1598509918
23,13,5,1267574609
23,8,5,1130307805
23,5,3,1490122159
23,1,1,1143171768
23,15,5,1498906879
23,19,4,1570298515
23,14,5,1340696084
23,2,5,1475209597
23,7,5,1542001424
23,4,3,1458209399
23,3,3,1588273030
23,18,5,1478796089
23,20,3,1170894498
24,15,3,1579984033
24,9,4,1086519602
24,8,5,1148578017
24,19,4,1161953189
24,16,4,1248315126
24,11,2,1411281012
24,4,4,1164073400
24,5,5,1229730155
24,18,2,1068965204
24,2,4,1445461013
24,13,5,1437656494
24,14,4,1355281184
24,10,4,1582624278
24,3,4,1500282414
24,7,3,1446434187
25,7,3,1320632895
25,14,5,1418744974
25,13,5,1449920675
25,1,5,1577909930
25,18,5,1586405096
25,8,4,1236801619
25,17,4,1524232414
25,6,5,1235602191
26,14,4,1573510887
26,16,4,1028955006
26,1,5,1423076025
26,13,5,1029100607
26,11,3,1090137896
26,19,3,1460219456
26,15,2,1145706210
26,17,4,1495744935
26,7,1,1195130056
26,3,4,1053992714
26,8,4,1279340713
26,20,3,1407059676
27,7,4,1375767056
27,15,1,1240756713
27,11,1,1073678414
27,18,5,1043226844
27,13,3,1033318206
27,5,2,1265518424
27,16,4,1214061901
27,20,5,1021882877
27,19,3,1163619298
27,2,4,1256135680
27,8,2,1135528741
27,1,2,1508482316
27,9,4,1122824732
28,15,4,1027571992
28,9,4,1334961542
28,12,4,1402982778
28,6,5,1425904456
28,4,4,1212954978
28,13,3,1081600593
28,14,5,1260757540
28,3,3,1109415691
28,5,4,1323821937
28,2,2,1129981882
28,10,1,1044097647
29,18,5,1164272995
29,14,5,1467600762
29,12,4,1189125618
29,3,4,1560221300
29,11,3,1289998761
29,1,3,1577858758
29,19,3,1519151495
29,7,4,1499154414
29,8,4,1467694547
29,2,4,1288187517
29,13,3,1346071904
29,6,5,1263598427
29,20,4,1093053577
30,15,4,1277403790
30,8,4,1365436049
30,20,4,1300281010
30,13,3,1296641124
30,11,3,1596776072
30,1,5,1010899674
30,19,1,1554724287
30,6,2,1205145276
30,3,1,1091926217
30,14,1,1259154084
30,4,5,1436398872
30,17,4,1524606470
31,16,4,1396232693
31,20,2,1508159580
31,15,4,1594287057
31,1,4,1570073085
31,3,3,1369106688
31,5,4,1456881239
31,4,3,1590975123
31,7,4,1355184454
31,12,4,1377753674
31,14,1,1487205269
31,18,3,1290894296
32,9,4,1519904272
32,8,4,1296889215
32,4,5,1563324548
32,7,4,1303867539
32,11,3,1107939087
32,2,2,1208432166
32,12,4,1318092217
32,20,1,1244258191
32,14,4,1387493096
32,3,5,1192673892
32,18,4,1324557359
32,10,3,1015191689
33,9,4,1013169872
33,2,4,1305307028
33,19,4,1504011128
33,10,5,1514015466
33,5,3,1472949775
33,11,5,1365830215
33,14,5,1197958983
33,13,3,1055165334
33,8,2,1271096600
33,18,2,1512957813
34,3,1,1326240903
34,13,2,1091462297
34,16,4,1266493008
34,20,2,1127186396
34,2,3,1599226355
34,17,5,1446863451
34,15,1,1242329714
34,19,5,1561107986
34,10,3,1408427798
35,15,2,1186630878
35,10,4,1592697161
35,14,4,1080600295
35,19,5,1168075622
35,2,4,1002873038
35,17,5,1438642403
35,12,3,1483724666
35,16,3,1504564682
35,4,5,1312737284
35,11,5,1035046782
35,18,5,1248545713
35,5,4,1309350265
35,13,3,1303566540
35,8,5,1487512424
35,7,3,1076428684
36,9,5,1076675731
36,19,5,1064035859
36,7,4,1178158234
36,14,5,1330295664
36,4,5,1309893263
36,20,2,1471537429
36,16,5,1133523720
36,11,4,1503260608
36,3,5,1326515425
36,5,3,1432190231
36,12,5,1292322121
37,15,3,1188109614
37,3,1,1505196410
37,2,5,1557233178
37,14,2,1474840200
37,11,3,1298668350
37,10,5,1194872482
37,5,5,1468027936
37,1,4,1527986559
37,18,4,1097970787
37,4,4,1504669821
37,20,3,1373620340
37,13,3,1438460431
37,17,4,1357887167
37,8,5,1344733679
37,9,5,1112313264
38,11,5,1094553481
38,14,2,1337710224
38,16,4,1271011200
38,10,2,1347112584
38,13,4,1124469868
38,19,4,1433979662
38,18,5,1552543518
38,9,3,1001235946
38,1,2,1582605435
38,8,2,1496043327
39,2,5,1470423569
39,7,4,1520455331
39,17,2,1130380269
39,12,2,1030998324
39,16,4,1256943695
39,11,2,1170057261
39,8,5,1333665422
39,13,4,1591458887
39,1,2,1014682844
39,4,2,1592975437
39,5,5,1438076670
39,9,3,1100082623
39,3,3,1241270488
39,14,5,1121827951
40,4,5,1545719501
40,5,5,1146574716
40,16,5,1074958005
40,10,3,1296618390
40,9,2,1445541033
40,7,5,1364938258
40,14,4,1545179180
40,8,4,1286874458
40,13,5,1002754426
40,20,2,1303696046
40,12,4,1320571903
40,18,1,1525747313
40,3,4,1159553112
40,11,2,1479476614
40,2,2,1578296492
41,12,2,1046865930
41,11,4,1341639230
41,18,4,1507854378
41,13,4,1409343829
41,15,5,1414548900
41,16,3,1163321843
41,6,3,1531855083
41,4,5,1039749508
41,20,3,1135555899
41,17,5,1539331014
41,10,1,1356476596
41,7,5,1107765664
41,19,1,1472775194
41,9,5,1107064620
41,8,4,1564735673
42,1,5,1572972597
42,5,2,1408031980
42,14,4,1340012324
42,19,5,1523929617
42,3,4,1580911523
42,8,4,1038546365
42,13,4,1073466219
42,17,4,1252082631
42,6,4,1308570854
42,10,4,1244261532
42,7,5,1097044071
42,2,1,1465973314
42,12,3,1105702499
42,11,5,1107918827
42,15,5,1476396216
43,10,4,1262204999
43,1,4,1570335494
43,2,3,1442437192
43,11,3,1193334613
43,18,4,1182518553
43,5,3,1187979290
43,6,4,1084791618
43,14,2,1410753814
43,7,5,1258589021
43,3,5,1534366139
44,8,4,1586905284
44,15,4,1169625036
44,9,3,1079308612
44,19,5,1474303740
44,18,4,1371048258
44,11,3,1321214426
44,1,5,1455598254
44,13,5,1268540924
44,20,5,1490523712
44,5,4,1324400672
45,13,4,1424993183
45,16,4,1294721069
45,4,5,1008695125
45,8,5,1052660856
45,20,1,1533356861
45,10,1,1307298630
45,6,3,1247087743
45,15,5,1378301747
45,5,5,1235154329
45,12,3,1204152670
45,1,4,1269108475
46,4,3,1316872439
46,2,5,1350811990
46,10,5,1446143048
46,15,5,1188592093
46,19,4,1215601773
46,18,4,1141905500
46,6,3,1579184667
46,12,2,1392836532
46,3,5,1569998399
46,16,5,1538798023
47,6,5,1598409868
47,9,5,1392747974
47,16,4,1096961971
47,10,5,1423671208
47,11,5,1014945047
47,13,5,1283960237
47,2,3,1576140134
47,8,4,1132702394
47,14,2,1488322781
47,3,5,1395765839
47,4,4,1281493671
47,7,3,1409123009
48,4,4,1125279834
48,8,4,1150084428
48,16,3,1048690765
48,1,2,1039956218
48,11,4,1326808977
48,15,4,1528951656
48,10,5,1124683417
48,20,4,1104359116
48,18,5,1252114611
48,2,4,1577186272
48,19,4,1145668163
48,5,5,1417305280
48,7,4,1487096273
49,18,2,1476078963
49,14,1,1477488537
49,5,5,1253524015
49,19,4,1389431174
49,4,4,1106681214
49,17,3,1394422907
49,8,2,1584615760
49,10,1,1385123110
49,7,3,1065015165
49,20,4,1427499187
49,1,3,1296225446
49,6,4,1203805386
49,16,5,1131167999
50,3,3,1250180427
50,7,4,1352788129
50,1,5,1158435089
50,2,3,1003044648
50,11,4,1297721596
50,4,5,1155357534
50,20,5,1139577989
50,13,2,1580051935
50,10,5,1269137895
50,15,4,1187364857
50,17,3,1118032515
50,9,4,1027681228
50,16,5,1141522640
50,5,4,1015956152
50,12,3,1384659715
